the_geom,menu,homemade_pierogies,lunch,publish,etc,website,email,phone,cartodb_id,handicap,take_out,alcohol,venue_address,venue_type,venue_notes,venue_name,validated,uuid
0101000020E6100000FC389A232BFF53C0D95BCAF962354440,See Menu on facebook page,,true,true,,https://www.facebook.com/MtOliverFire/,,412-431-5210,291,,,,"120 Brownsville Rd., Mount Oliver, PA",Fire Department,,Mount Oliver Fire Department,true,3939377f-dda5-42f3-b911-d4b9c84771d1
0101000020E6100000DA1B7C6132FE53C0037D224F922C4440,https://www.facebook.com/photo.php?fbid=10212631954581625&set=p.10212631954581625&type=3&theater,,false,true,,,,,129,,true,,"825 Streets Run Road, Pittsburgh, PA",,,Option Independent Fire Company,true,129
0101000020E61000000D18247D5AFC53C08A7615527E364440,Menus are available at the entrances to the Church.,,true,false,"***ASH WEDNESDAY ONLY*** Saint Rosalia Academy along with Saint Rosalia Parish will be having a Fish Fry on Ash Wednesday, March 1, 2017, from 11:00am-7:00pm . ",http://www.strosaliaparish.org,,412-521-9987,45,true,true,false,"411 Greenfield Ave. Pittsburgh, PA",Church,Wuerl Hall,"St. Rosalia Academy, Greenfield",true,45
0101000020E6100000854776001F1054C08200193A76154440,"a la carte; Menu includes 8oz breaded Icelandic cod sandwich or breaded deep fried shrimp. ",,,true,"Fish available on a first come, first served basis. ",https://www.facebook.com/tripletstavern/,,724-229-2929,227,,true,true,"30 Oregon Street, Washington PA 15301",Restaurant,Inside the tavern. Must be 18 to enter. ,Triple Ts Tavern,true,b8290cf8-b715-4761-b13f-abb0c859095f
0101000020E61000008A00A777F10854C0BF7FF3E2C4654440,See their Facebook page,,false,true,Fridays 4pm to 8pm March 3rd to April 14th,,,724-824-3210,102,,true,false,"308 W. New Castle St., Zelienople, PA",Community Organization,,Zelienople Memorial Skate Park,true,102
0101000020E6100000412E71E481CC53C046787B1002244440,*Fish sandwiches *Baked fish *Homemade Haluski *Pierogies *Macaroni and Cheese *Desserts,,false,true,,https://www.facebook.com/Wilpen-VFD-165522976986550/,,724-238-7221,103,,true,,"379 Wilpen Rd., Ligonier, PA",,,Wilpen VFD,true,103
0101000020E6100000AF42CA4FAA0354C03D9B559FAB3F4440,"Dinner includes fish fillet, fish sandwich or shrimp, plus choice of sides. Also a la carte menu and bake sale. Cost is $10 for adult dinner, $2.50 for child dinner and $7.75 for sandwich. Menu Highlights  We hand-bread our fish and make slaw from scratch.  We offer traditional and Eastern European sides.  Plus, we offer a Low Carb dinner.",,false,true,"To order takeout, call 412-766-9727. We accept credit cards. For wheelchair access, there is a ramp that leads from North Jackson Avenue (behind the church) to our McGovern Hall.  Bathrooms accessible too.",www.assumptionchurch.org,,412-766-6660,232,true,true,,"45 North Sprague Avenue, Bellevue, PA 15202",Church,,Assumption,true,5fb9890d-8614-48c1-8075-037e9c6db10a
0101000020E6100000CE78115C1BF153C0D17F6A172E2D4440,https://www.facebook.com/336938100039050/photos/a.336960460036814.1073741828.336938100039050/378264089239784/?type=3&theater,,false,true,,https://www.facebook.com/Hartford-Heights-VFD-336938100039050/,,(412) 824-9972,90,,true,,"14335 U.S. 30, Irwin, PA 15642",Fire Department,,Hartford Heights Volunteer Fire Department,true,90
0101000020E61000007C2766BD180354C0394371C79B2C4440,http://www.christumc.net/content.cfm?id=133&announcement_id=2091,,true,true,,,,412-835-6621,294,,,,"44 Highland Rd., Bethel Park, PA",Church,,"Christ United Methodist Church, Bethel Park",true,23916848-7974-4762-9d71-9c31fc7e4da4
0101000020E610000086E63A8DB4EE53C0C7293A92CB4F4440,"Dinner menu is deep-fried cod sandwich, plus macaroni and cheese and cole slaw, or deep-fired cod sandwich with chips and cole slaw. A la carte menu includes fried cod sandwich, baked cod, potato and cheese pierogies, macaroni and cheese, cole slaw and chips.",,false,true,"Fridays of Lent, including Good Friday, 4-7 p.m.",www.olmbss.org,,724-226-4905,3,,true,,"1526 Union Avenue, Natrona Heights, PA 15065",Church,,"Our Lady of Most Blessed Sacrament, Natrona Heights",true,3
0101000020E6100000615111A7930F54C05930F14751394440,"Menu fish dinner, $7 for adults, $5 for child, $5.50 for senior. Shrimp dinner for $7.50, combo fish and shrimp dinner, and baked fish dinner with green beans almondine instead of french fries. Also featuring fish sandwich for $6, and the famous Columbkille sandwich for $6.50.",,false,true,,www.saintcolumbkilleparish.org/,,724-695-9084,229,,true,,"103 Church Rd, Imperial, PA 15126",Church,Takeout filled in the hall,St. Columbkille,true,bf2e28cc-537f-411f-86f2-5bfc8fdf0f5d
0101000020E6100000732F302B14E853C04206F2ECF23F4440,,,true,true,,http://www.palazzo1837.com/,,724-223-1837,230,,true,true,"1445 Washington Road, Washington, PA 15301",Restaurant,,Palazzo 1837 Ristorante,true,a37bc086-d8f1-4293-b491-1fac11f5b52a
0101000020E610000068226C787A0D54C0BC3C9D2B4A074440,,,true,true,,https://www.facebook.com/shenanigansamitypa/,,724-225-4646,231,,,true,"921 Amity Ridge Road Amity, PA 15311",Restaurant,,Shenanigans Bar and Grill,true,9283c9e9-41d8-4b4a-bb35-ebf5787b5a61
0101000020E6100000A164726A67F753C0179B560A812C4440,"Friday menu: hand-breaded fried fish sandwich, $7; small fried fish sandwich, $4; fried butterfly shrimp, $6; baked fish, $6; tuna salad croissant, $4; toasted cheese sandwich, $3; tuna melt sandwich, $5. Side menu includes specialty soup, tomato soup, homemade pierogies with butter and onions, potato pancakes, cabbage with homemade noodles, baked macaroni and cheese, hush puppies, french fries, stewed tomatoes, cole slaw, applesauce and pickle. Specialty soups of the week: March 3, broccoli cheese; March 10, minestrone; March 17, potato; March 24, vegetable; March 31, lobster bisque; April 7, New England clam chowder. Also, thin crepes filled with sweet cream cheese filling.",true,true,true,"Ten percent of proceeds benefit the Greater Pittsburgh Community Food Bank. takeout and delivery, call 412-672-6004 from 10 a.m.-7 p.m. Last phone order/fax order taken at 5 p.m.", www.corpuschristimckeesport.com,,412-672-6004,233,,true,,"803 Market St, McKeesport",Church,,Corpus Christi,true,32363f21-94bd-4f93-bcee-f8498c62cb2e
0101000020E61000000B6B195FEAF953C0F1F09E03CB114440,"Fresh breaded one pound fish sandwich. Pirogi. Choice of frozen cabbage pirogi and or frozen lekvar. Cooked potato cheese with butter and onions or can buy frozen. We will be featuring ethnic lenten dishes on these dates.. Soups.. Lima Bean , NE Clam chowder; Halushki, Potato Pancakes, Coleslaw Macaroni with green peppers in tomato sauce. ***There will be different soups and specials for each week*** Also we will be selling Paska Bread for Easter.. (Can call ahead for advance orders)Call by March 12th and pick up on April 7th. Call to order Paska 724-258-5720 or 724-777-2092",true,true,true,"Eat in or take out. ON THE DAY OF THE SALES, Please call the social hall for takeout orders at 724-489-0500",,,724-489-0500,67,,true,false,828 Meadow Ave. Charleroi PA 15022,Church,,Holy Ghost Byzantine Catholic Church,true,67
0101000020E6100000DE5A26C3F1E953C05B9885764E274440,See their Facebook page (https://www.facebook.com/AdamsburgVfd) for the complete menu.,,true,true,Joint Fish Fry w/ the High Park Volunteer Fire Department ,https://www.facebook.com/AdamsburgVfd,,724-527-2180,92,,,false,"495 Edna Rd, Adamsburg, Pennsylvania 15611",Fire Department,,Adamsburg VFD,true,92
0101000020E61000007B1684F23E0D54C063B66455845F4440,See page 26: http://unionvilleumc.org/Newsletter_Page_Site/Newsletter_Page_Frameset.htm,,false,true,,http://unionvilleumc.org/,,,288,,true,,"1297 PA-68, Rochester, PA 15074",Church,,Unionville Methodist Church,true,2f056615-b262-47f9-a3b7-35213c350702
0101000020E6100000A08A1BB798FC53C0BB48A12C7C394440,"Buffet dinner catered by Denise Bozich. Suggested donations for the dinner are as follows: $7/adult, $3/child, $20 family maximum.",,false,true,"Evening-long program: Dinner-6:30, Worship-7:15, Teaching-7:30, QA-8:15, Dismiss-8:30. See the website for speakers.",http://www.ascensionpittsburgh.org/lenten-dinner-series/,,412-621-4361,274,,false,false,"4729 Ellsworth Ave, Pittsburgh, PA",Church,,Church of the Ascension,true,699071b4-cf18-41cb-9324-72b6be6a9ef2
0101000020E610000035423F53AFF153C03B3AAE4676334440,https://www.facebook.com/photo.php?fbid=1466235763388184&set=p.1466235763388184&type=3&theater,,false,true,Free Delivery,https://www.facebook.com/Pitcairn-Fire-Department-Station-230-147323132018875/,,412-856-5630,147,,true,false,"557 Broadway Blvd., Pitcairn, Pa 15140",Fire Department,Pitcairn Park Building,Pitcairn Station 230,true,147
0101000020E6100000D235936FB6FB53C0A48E8EAB91314440,"fried fish sandwich dinner, with french fries and cole slaw, $9; baked fish dinner with baked potato, cole slaw and roll, $9; a la carte menu includes baked or fried fish sandwich and fried or baked fish with no bun, pizza, New England clam chowder and Maryland crab soup. Side dishes include macaroni and cheese, baked potato, french fries and cole slaw.",false,true,true,"ASH WEDNESDAY: MARCH 1, and FRIDAYS:  MARCH 3, 10, 17, 24, 31 and April 7, 14 (Good Friday) 11:00 AM TO 6:30 PM",http://www.holyangelshays.org/fish-fry.html,,412-461-9503,11,false,true,false,"408 Baldwin Road Pittsburgh, Pa. 15207",Church,,Holy Angels (Hays),true,11
0101000020E61000003526C45C520D54C0897C975297404440,"Menu items--all dinners include Fries and our special firehouse recipe Coleslaw--Fish Dinner, Chicken Dinner, Shrimp Dinner, Fish Sandwich",false,true,true,"The annual Moon Twp. VFC Lenten Fish Frys will be held on Fridays during lent from March 3rd,2017 to April 14th,2017 at the Public Safety Building. Fish Fry Hours are 11:00 AM-8:00PM. All food on menu can be for take out service or sit down meals",http://moontwpfire.com,,412-262-5006,74,,true,false,"1000 Beaver Grade Road, Moon Township, PA 15108",Fire Department,,Moon Township VFC,true,74
0101000020E6100000E2E995B20C0054C0C2BD326FD5394440,"Large Fish Sandwich - $11; Small Fish Sandwich - $8; Grilled Cod - $11; Toasted Cheese Sandwich - $6; Each meal comes with 2 sides (choose from fries, homemade mac & cheese, stewed tomatoes, coleslaw). A la carte sides - $3 each",,false,true," Come get your Lenten Fish Fry on with Allegheny Elks on the Northside. Every Friday, March 3rd through April 14th.",https://www.facebook.com/alleghenyelks/,,412-321-1834,101,false,true,true,"400 Cedar Avenue, Pittsburgh, PA",Community Organization,,Allegheny Elks Lodge #339,true,101
0101000020E6100000A0353FFED20554C00322C495B3334440,"Dinner menu: fish trio dinner, $12.50; baked fish dinner, $8.50; fried fish dinner, $8.25; crab cake dinner, $9; shrimp dinner, $8; pierogie dinner (six), $6; macaroni and cheese dinner with stewed tomatoes, $6; fish parmesan, $8.50. Dinners include cole slaw and roll with butter. A la carte menu includes baked or fried fish sandwich, crab cakes, shrimp basket and pierogies. Sides include french fries, pasta marinara, haluski, clam chowder, potato soup and more.",,true,true,"For phone orders, call 412-276-1011, ext. 220, from 11 a.m.-6 p.m.",,,412-276-1011 ext 220,238,,,,"330 3rd Ave, Carnegie, PA 15106",Church,In St Luke Hall,"St Elizabeth Ann Seton, Carnegie",true,1f97d448-129c-4771-830a-13794b16e05b
,"Come try our delicious breaded cod. Fish sandwich alone is $8.99, or get a fish sandwich, french fries, and coleslaw for $10.99.",,,false,,,,,240,,,,"144 West Pike St Houston, PA 15342",Restaurant,,Shelleys Pike Inn Restaurant,false,79675a22-b413-4d2b-a2b8-1476c171f11d
0101000020E6100000F4DDAD2CD10554C0EACF7EA488344440,"Menu includes fried and baked fish, macaroni and cheese, french fries and a variety of Lebanese side dishes. Cost: dinner with three sides, $14; dinner with two sides, $11; fish sandwich, $6; extra side dishes, $3; children under 10, $5. Credit cards accepted.",,true,true,"Fridays of Lent, except Good Friday, noon-7 p.m.",www.olovpittsburgh.org,,412-278-0841,234,,,,"1000 Lindsay Rd, Carnegie, PA 15106",Church,,"Our Lady of Victory Maronite Catholic Church, Carnegie",true,2ade5b3b-f389-4602-aeaf-f9891a67463e
0101000020E610000088765FDF18FC53C03C35F2D47E424440,https://www.facebook.com/MooseLodge46/photos/a.311685879038551.1073741833.200770863463387/581249358748867/?type=3&theater,,,true,,http://www.moose46.org/,,412-487-9055,289,,true,true,"1044 Saxonburg Blvd., Glenshaw, PA",Community Organization,,Pittsburgh Moose Lodge 46 North Hills,true,f98395b7-0b30-452e-b753-508434b4d713
0101000020E6100000020F0C207C0C54C06E895C7006214440,"Lunch menu features hand-breaded cod sandwich in adult and child size, soup and sides. Delivery is available for lunch within seven miles with minimum order of $30. Dinner entrees include hand-breaded baked or fried cod, shrimp and seafood platter, with two sides, roll and butter, dessert and beverage. Sides include hush puppies, haluski, macaroni and cheese, cole slaw, applesauce and stewed tomatoes. Also featuring homemade desserts. Homemade pierogies for sale, cooked with butter and onions, or dozen frozen.",true,true,true,"Fridays of Lent, except Good Friday, 11 a.m.-1 p.m. lunch, 4-7 p.m. dinner. Fax orders to 724-746-1112 two hours prior to pickup or delivery.",www.stpatrickparish.net,,724-745-6560,245,,true,," 317 W Pike St, Canonsburg, PA 15317",Church,,"St. Patrick, Canonsburg",true,60051eed-6676-4f0f-acc8-3939a170311f
0101000020E610000033164D67270B54C04BC8073D9B214440,,,true,true,,http://hogfathersbbq.com,,724-743-3227,242,,true,true,"113 Cavasina Drive, Canonsburg, PA 15317",Restaurant,,Hogfathers Canonsburg,true,3aff9a9c-ad29-4a59-a85c-941a4cc19a89
0101000020E6100000E527D53E1D1154C0A4703D0AD7174440,,,true,true,,http://hogfathersbbq.com,,724-229-1227,244,,true,true,"1301 Jefferson Ave, Washington, PA 15301",Restaurant,,Hogfathers Washington,true,69669119-157e-4192-ba66-7307bd520e6e
0101000020E61000008CF4A276BF0F54C0B6A0F7C610164440,,,true,true,,hogfathersbbq.com,,724-222-9227,246,,true,true,"1500 West Chestnut Street, Washington, PA 15301",Restaurant,,Hogfathers Washington Crown Center,true,3b15553c-8fd3-4b35-a890-efd0763f1b89
0101000020E6100000AC376A85E90F54C0F73DEAAF57164440,,,,false,,,,,243,,,,"1531 Route 136 Washington, PA 15301",Unsure / N/A,,Spring House,false,947b7ded-b46b-4a9d-83a6-417e21d33c57
0101000020E61000003346353605FE53C06224C511B5364440,"We will be featuring a Colossal Fish sandwich with lettuce and tomato, Guinness Fish tacos with lime slaw, avocado, and pico de gallo, and last but not least, our OTB Shrimp Po Boy!!",false,true,true,,http://www.otbbicyclecafe.com/,,,295,false,true,true,"2518 East Carson St, Pittsburgh, PA 15203",Restaurant,,OTB Bicycle Cafe,true,92ed9e34-3684-400d-8b6e-7b93d4c0ea2e
0101000020E6100000EC6AF294D5F553C081CCCEA277424440,"Lunch menu- baked or fried fish sandwich, $6; tuna croissant, $4.50; salad, $3; homemade haluski, $2; macaroni and cheese, $2; cole slaw, $2; french fries, $2. Dinner menu, with choice of two side items: baked or fried fish, $9.50; shrimp, $9.50; tuna croissant, $7.50. Side items include salad, cole slaw, french fries, onion rings, baked potato, haluski, macaroni and cheese. A la carte menu features fish sandwiches, pizza, chicken nuggets and more. An array of desserts are available. ",,true,true,"Takeout orders available; call 412-828-9846. Jeanne Kaus Memorial St. Is Community Fish Fry.",,,412-828-9846,248,,true,,"387 Maryland Ave, Oakmont, PA 15139",Church,In Blough Hall,St. Irenaeus (Oakmont),true,5bf0b2d9-ef62-46df-8651-4a104b0ca0db
0101000020E610000027DBC01DA80354C07BC1A739790D4540,Fish Dinner - 10. Captains Platter - 12 Shrimp Basket - 7,false,false,true,"Takeout available after 5pm. 50-50 and Gift Basket Raffle. Hosted by the Knights of Columbus, Msrg. Robert D Goodill Council 11229",http://www.slserie.org/,,814-825-7105 ,60,,true,false,421 East 38th Street. Erie PA,Church,St Luke Cafe,St. Luke,true,60
0101000020E61000000C5A48C0E80554C0D68F4DF223324440,"Main dishes include fish sandwiches, fish and shrimp dinners and crab cakes. Sides including mac n cheese, fries, soups, and more. Our world famous pierogis will also be available ,potato and cheese only for Ash Wednesday. Stop by early as they are sure to sell out. For Good Friday only, if youd like to pre-order pierogis - potato and cheese, sauerkraut or sweet cabbage , please call 412-722-6314.",,false,true,Ash Wednesday and Good Friday only,,,412 722-6314,250,,true,false,"456 First Street, Heidelberg PA 15106",Fire Department,Fire Department Social Hall. Ample parking and hall entrance is located behind the fire station.,Heidelberg Volunteer Fire Department,true,51cb2e6b-b9d8-4b6b-86d3-64df51eb1699
0101000020E6100000725298F738FC53C02497FF907E1A4440,,,true,true," Fresh Hand Breaded Haddock, Tuna Salad, Cabbage and Homemade Dumplings, Homemade Mac and Cheese, Salmon Patties, Lobster Bisque, Shrimp n a Basket, and lots more.",https://www.facebook.com/Hills-Restaurant-117576318259711/,,(724) 258-5422,249,,,,"107 Main St, New Eagle, PA 15067",Restaurant,,Hills Restaurant,true,aa119a24-dd35-4202-85bf-51ec572331c4
0101000020E610000078B6476FB8F053C041295AB9173A4440,"Fish sandwiches, shrimp, salmon cakes, dinners ($10-$13)",,,true,,http://www.archpitt.org/place/church-of-the-resurrection-byzantine-catholic/,,412-372-9415,290,,true,,"455 Center Road, Monroeville, PA",Church,,Church of the Resurrection Byzantine,true,29894692-ca95-418d-9a79-1a4b7ea4ac34
0101000020E6100000177085668DF953C0CAC51858C7114440,Colossal Fish Sandwich and Cole Slaw 6.99. The Pounder Platter 1lb of Fish and 1lb of Fries 10.99. Voted Best Fish in the Valley.,false,true,true,Ash Wednesday and every Friday,http://armandospizza.net/,,724-483-5540,251,,,true,"583 Fallowfield Ave. Charleroi, PA 15022",Unsure / N/A,,Armandos Pizza,true,c589609b-93fb-496a-837b-38414732f8f8
0101000020E61000005FB87361A40154C032923D42CD244440,"Lunch Special, 11am-2pm Fried cod sandwich with french fries, $7.50; pizza with side salad, $5 (toppings additional); one crab cake with homemade cup of soup, $6. Entrees: fried cod fish sandwich, $7; baked cod sandwich with dill hollandaise sauce, $7; baked cod or fried fish dinner with french fries and cole slaw, $9; baked Norwegian salmon, with dill hollandaise sauce, $9 ($12 with salad and roll); fried shrimp, $6.50; shrimp PoBoy sandwich with french fries, $8.50; homemade lump crab cake, $4.50 for one, $8.50 for two; fish taco, $7; spicy fish bites, $5.50; pierogies, $5 for six. Special seafood combo, with fried or baked cod with bun, two shrimp and one crab cake, $12. Also, red flatbread pizza, $3, plus 75 cents for pepperoni, and white flatbread pizza, with tomato and spinach, $1.50. Beer and wine available. ",,true,true,"Dine-in or takeout. For advance orders, call 412-854-3173.",,,412-854-3173,252,,true,true,"6470 Library Rd, South Park Township, PA 15129",Church,,St. Joan of Arc (South Park),true,a2ff49a5-c83b-45c0-9a1f-2e76291bb0f8
0101000020E6100000F4DDAD2CD10554C0EACF7EA488344440,"Cost: Prices range from 3 to 10;  Menu: Hand breaded and fried Haddock Sandwiches and dinners; Baked Fish Sandwiches and dinners; Fried Shrimp dinners; Home Made Haluski; Baked Potatoes; French Fries; Home Made Cole Slaw; Macaroni and Cheese",false,false,true,,http://www.aohdivision32.org/,aohdiv32@gmail.com,,247,,true,true,"302 Mansfield Avenue Carnegie, Pa. 15106",Unsure / N/A,"Ukaranian American Citizens Club, Social Hall dining room",Ancient Order of Hibernians,true,aee03177-fb1c-4e0d-b2f6-5c271712dbad
0101000020E61000002BC24D46950054C071C806D2C5FC4440,"Baked or fried white fish. Adult $9, Child 12 and under $4, Toddlers free. Includes choice of baked potato and french fries, coleslaw/applesauce, homemade desserts, and drink.",,false,true,"4:30-7:30 pm March 3, 10, 17, 24, 31, and April 7",,,814-796-3023,253,,true,,"11264 Route 97 North, Waterford PA",Church,,All Saints,true,2cff26c4-72f1-49eb-9f90-548379c5eee7
0101000020E61000008D7DC9C6830D54C0E10A28D4D31F4440,Fish and shrimp available for Lent,,,true,,https://www.facebook.com/American-legion-Post-902-148513762170830/,,,159,,,,"124 West Pike St., Houston, PA",Community Organization,,American Legion Post 902,true,159
0101000020E610000014799274CD0254C0F1BA7EC16E384440,"Fried Fish Dinner and Shrimp Dinners 10 each, Fried Fish Sandwich 7, Haluski 3, Mac and Cheese 3, Grilled Cheese with chips 3, French Fries 2. Dinners include French fries, cole slaw, and drink. Extra drinks 1 extra. Drink choices include Pepsi, Diet Pepsi, Mountain Dew, Root Beer, Brisk Tea, Sierra Mist, bottled water.",false,false,true,Takeout only. ,https://www.facebook.com/EliottAthleticAssociation/,,412-928-8854,259,,true,false,"Herschel St and Hassler St Pittsburgh, PA 15220",Community Organization,Sales are out of the Herschel Playground Little League candy stand.  ,Elliott West End Athletic Association,true,16a087f9-d443-4923-8114-b749628ae27a
0101000020E6100000A5164A26A7FE53C02D095053CB364440,"Fish Sandwich and Fries  6, Shrimp and Fries  7, Baked Fish  5, Fried Fish  5, 1 Crab Cake  5, 4 Shrimp  6, Greek Salad  4, 3 Pierogi  3, Halushki  3, Macaroni and Cheese  3, Fries  1, Cole Slaw  1, Green Beans  1, Applesauce  1, Bun  1, Dozen Frozen Pierogi  8, Soft Drink or Bottled Water  1",true,true,true,FRIDAYS - March 3 through April 7 11am to 7pm,,,412-431-6428,69,,,false,"105 S. 19th St. Pittsburgh, PA 15203",Church,,St. Mary Orthodox Church,true,69
0101000020E6100000EB0088BB7A0254C0DF1AD82AC13C4440,"Baked fish, fried fish, grilled cheese sandwhiches, mini cheese pizzas and much more we are sure will have something for everyone!! ",,false,true,"March 3-Good Friday we will be hostng Northisde Catholic Schools Fish Fry Fridays at Risen Lord Church on Californis Avenue. Dine in from 3-6:30 or order a family meal for takeout, deliveries wil be made from 3-5pm, within a 5 mile radius from the church, for deliveries please call 4129921360 between 11-2 (on the day of the Fish Fry) to place your orders. We are handicap accesible!! Our hopes are to contiue to serve the community and with that we hope to see you at our Fish Fry Fridays!",https://www.facebook.com/events/459415711115955/,,4129921360,174,true,,false,"3250 California Avenue, Pittsburgh, PA",Church,,Northside Catholic School (at Risen Lord),true,174
0101000020E61000006118B0E42A0A54C07E8FFAEB15424440,,,true,true,Call ahead at 412-329-7911 for takeout orders.,,,412-329-7911,255,,true,,"1304 4th Ave, Coraopolis, PA 15108",Church,,St. Joseph (Coraopolis),true,b91753cf-19e4-48fc-ae57-f91b886ebffb
0101000020E61000003C33C170AE0F54C07EA99F3715054540,"Fried pollack, fried shrimp, or combo. Adult $10, Child $5. Includes baked potato, homemade coleslaw, roll, butter, dessert, and beverage. Mac and cheese $5. ",,,true,,,,814-474-2605,256,,true,,"7100 West Ridge Road, Fairview PA",Church,,Holy Cross (Reilly Center),true,94a1be46-5de9-4fa6-b8f1-925c9162ce3a
0101000020E6100000711B0DE02D1954C00A4AD1CABD304440,"Fish Dinner with Cole Slaw and One Side - $12.00
Shrimp Dinner with Cole Slaw and One Side - $12.00
Fish Sandwich - $10.00
Shrimp Basket - $10.00
Chicken Sandwich - $5.00
Mac and Cheese - $3.00
Haluski - $3.00
French Fries - $3.00
Pierogies (4) - $3.00
Cole Slaw - $3.00
Drinks - $1.00",,true,true,Delivery available,hanovervfd45.com,,724-729-3929,254,,true,false,"9 Starck Drive, Burgettstown, PA 15021",Fire Department,,Hanover Volunteer Fire Department Fish Fry,true,10a84386-38dd-44b3-84cc-6a732014a7b6
0101000020E61000003E4CB159640454C0C60AC8A87C394440,"Fish sandwich, 6.50; fish dinner, 7.75; baked cod dinner, 8.75; jumbo shrimp dinner, 9; crab cake dinner, 9; seafood platter, 9.50; macaroni and cheese, 2. Soup, haluski, grilled cheese, beverages and dessert available.",,false,true,"Ash Wednesdays and Fridays of Lent, including Good Friday, 4-7 p.m.",,,412-922-6300,43,,,,"114 Berry St., Pittsburgh, PA",Church,Venue is located in Connor Hall of Ascension Church,St. Philip- Ascension Worship Site,true,43
0101000020E6100000640795B88EEF53C039EE940ED6134440,"Hand Breaded / Fried North Atlantic Cod; French Fries; Homemade Cole Slaw; Roll and Butter; Free Coffee; Pop / Water can be purchased at the hall; Cost per Dinner: $9.50",,false,true,4-7 PM every Friday of Lent,http://smithtonfire.org/news.html?view=1&id=11521,,724-872-9201,276,,,,"609 Center Street, Smithton, PA",Fire Department,,Smithton VFD,true,a1ef943c-bd04-41ed-a8df-24f3c3b85f23
0101000020E61000003108AC1C5AF653C074417DCB9C0A4440,https://www.facebook.com/stockdalevfd/photos/a.761528880555444.1073741830.737250029649996/1437486629626329/?type=3&theater,false,true,true,11-7 Ash Wednesday and all Fridays of Lent,http://stockdalevfd.com/,,724-938-3300,213,,true,,316 Railroad St. Stockdale PA 15483,Fire Department,Located in the Social Hall Annex,Stockdale Volunteer Fire Department,true,960c471a-6c66-441f-b097-3c43ef5cee22
0101000020E61000006823D74DA91054C057AA5505B4154440,,,true,true,,http://www.towerrestaurant.net/,,724-222-5952,258,,,,"680 W Chestnut St Washington, PA 15301",Restaurant,,Tower Restaurant,true,e8f85c52-fa9e-4f24-b4d3-12ce2bce1270
0101000020E61000005904B5CE2EFF53C0B887CE7C18064440,https://www.facebook.com/CALPost705/photos/a.578206219030287.1073741828.334499336734311/602404116610497/?type=3&theater,,false,true,EVERY FRIDAY FROM NOVEMBER 11TH - APRIL 21ST,https://www.facebook.com/CALPost705/,,724-632-9591,141,,true,,1101 Old National Pike Fredericktown PA 15333,Community Organization,,Centerville American Legion Post 705,true,141
0101000020E61000002446CF2D74FB53C06CB2463D443D4440,"Dinners include entree, two sides, and a roll. Dinner Sides: fries, mac n cheese, three pierogies, cole slaw, applesauce, or veggies. Fried Fish Dinner - 10. Baked Fish Dinner - 11. Jumbo Fried Shrimp Dinner - 9. Six Pierogie Dinner - 7. Sandwiches and Sides also available a-la-carte for 1 to 4. Soda and Water - 1.",,false,true,Please be sure to stop by our 8th Grade Bake Sale for dessert! Proceeds benefit a field trip!,http://www.straphaelpgh.org/,parishcenter@straphaelpgh.org,412.661.3100,44,,true,false,"1154 Chislett St. Pittsburgh, PA",Church,In the Multi Purpose Room,"St. Raphael, Morningside/Stanton Heights",true,44
0101000020E6100000D28A6F287CF653C08C9FC6BDF9354440,"Fried and baked fish, shrimp, coleslaw, mac & cheese, haluski, French fries, pizza, sandwiches, and pasta. Eat-in or take-out orders. Potato & cheese and sauerkraut pierogis are available",true,false,true,For all take-out orders please call Keane Hall kitchen at 412-723-1200 between 1:00-6:30 PM,http://stmauriceparish.org/church/,,412-723-1200,40,,true,false,"2001 Ardmore Blvd. Forest Hill, PA",Church,The fish fry will be in Keane Hall,"St. Maurice, Forest Hills",true,40
0101000020E610000051DB8651100754C0481630815B594440,"Fish or Fish Sandwich Dinner includes a choice of Baked or Fried Fish Fillet, French Fries, Homemade Haluski or Homemade Macaroni and Cheese, and a choice of Applesauce, Coleslaw or Green Beans. Ala carte options include; Homemade Tossed Cheese Pizza $2.00; Homemade Soup of the Week $2.00; Pierogi or Haluski $3.00; Macaroni and Cheese $3.00; French Fries $2.00; Cole Slaw $1.00; Apple Sauce $1.00; Baked or Fried Fish Fillet $6.00; Fish Sandwich $7.00;  Weekly Specials; Adult Fish Dinners $10 - Child`s Dinner $6 - Pierogi Dinner $8; -10 and under-; ; Brownie and Ice Cream included with dine-in dinners; Brownie included with take-out dinners; Ice Cream donated by Ice Box Creamery-",,true,true,https://www.facebook.com/saintferdinandcranberry/photos/a.792356890806571.1073741826.345338188841779/1385459621496292/?type=3&theater,http://stferd.org/,,724-776-2899,107,,true,,"2535 Rochester Rd Cranberry Township, PA",Church,,St. Ferdinand,true,107
0101000020E61000005D5320B3B3F553C0132C0E677E354440,,,,true,"every Lenten Friday from 4-7 pm; Good Friday 12-7",https://www.facebook.com/174495925973/photos/a.10151638492125974.1073741825.174495925973/10154161971400974/?type=3&theater,,,277,,,,"109 Powell St, East Pittsburgh, PA 15112",Fire Department,,Wilkins Township VFC #3,true,4b13c8cf-8da9-44fa-9f8c-ad084c922224
